country	year	sport	event	athlete	Result	medal
Austria	1924	Figure Skating	Women	Herma Plank-Szabó	7	GOLD
Austria	1924	Figure Skating	Pairs	Alfred Berger	9	GOLD
Austria	1924	Figure Skating	Pairs	Helene Engelmann	9	GOLD
France	1924	Figure Skating	Pairs	Andrée Brunet-Joly	22	BRONZE
France	1924	Figure Skating	Pairs	Pierre Brunet	22	BRONZE
Switzerland	1924	Bobsleigh	Four-Man Bobsled	Alfred Neveu	5:45.54	GOLD
Switzerland	1924	Bobsleigh	Four-Man Bobsled	Eduard Scherrer	5:45.54	GOLD
Switzerland	1924	Bobsleigh	Four-Man Bobsled	Alfred Schläppi	5:45.54	GOLD
Switzerland	1924	Bobsleigh	Four-Man Bobsled	Heinrich Schläppi	5:45.54	GOLD
Switzerland	1924	Figure Skating	Men	Georges Gautschi	23	BRONZE
Sweden	1924	Figure Skating	Men	Gillis Gråfström	10	GOLD
Belgium	1924	Bobsleigh	Four-Man Bobsled	René Mortiaux	6:02.29	BRONZE
Belgium	1924	Bobsleigh	Four-Man Bobsled	Charles Mulder	6:02.29	BRONZE
Belgium	1924	Bobsleigh	Four-Man Bobsled	Paul van den Broeck	6:02.29	BRONZE
Belgium	1924	Bobsleigh	Four-Man Bobsled	Victor Verschueren	6:02.29	BRONZE
Belgium	1924	Bobsleigh	Four-Man Bobsled	Henri Willems	6:02.29	BRONZE
Canada	1924	Ice Hockey	Ice Hockey	Jack Cameron		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Ernie Collett		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Bert McCaffrey		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Harold McMunn		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Duncan Munro		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Beattie Ramsay		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Cyril Slater		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Reginald Smith		GOLD
Canada	1924	Ice Hockey	Ice Hockey	Harry Watson		GOLD
Norway	1928	Figure Skating	Women	Sonja Henie	8	GOLD
Norway	1928	Nordic Skiing	18km Cross-country Men	Johan Grøttumsbråten	1:37:01.0	GOLD
Norway	1928	Nordic Skiing	18km Cross-country Men	Ole Hegge	1:39:01.0	SILVER
Norway	1928	Nordic Skiing	18km Cross-country Men	Reidar Ødegaard	1:40:11.0	BRONZE
Norway	1928	Nordic Skiing	Ski Jump	Alf Andersen	19.208	GOLD
Norway	1928	Nordic Skiing	Ski Jump	Sigmund Ruud	18.542	SILVER
Norway	1928	Nordic Skiing	Nordic Combined	Johan Grøttumsbråten	17.833	GOLD
Norway	1928	Nordic Skiing	Nordic Combined	Hans Vinjarengen	15.303	SILVER
Norway	1928	Nordic Skiing	Nordic Combined	John Snersrud	15.021	BRONZE
Norway	1928	Speed Skating	500m Men	Bæla Evensen	43.4	GOLD
Norway	1928	Speed Skating	500m Men	Roald Larsen		BRONZE
Norway	1928	Speed Skating	1500m Men	Bæla Evensen	2:21.9	SILVER
Norway	1928	Speed Skating	1500m Men	Ivar Ballangrud	2:22.6	BRONZE
Norway	1928	Speed Skating	5000m Men	Ivar Ballangrud	8:50.5	GOLD
Norway	1928	Speed Skating	5000m Men	Bæla Evensen	9:01.1	BRONZE
United States	1928	Bobsleigh	Five-Man Bobsled	Billy Fiske	3:20.5	GOLD
United States	1928	Bobsleigh	Five-Man Bobsled	Clifford Grey	3:20.5	GOLD
United States	1928	Bobsleigh	Five-Man Bobsled	Geoffrey Mason	3:20.5	GOLD
United States	1928	Bobsleigh	Five-Man Bobsled	Richard Parke	3:20.5	GOLD
United States	1928	Bobsleigh	Five-Man Bobsled	Nion Tucker	3:20.5	GOLD
United States	1928	Bobsleigh	Five-Man Bobsled	Jay O'Brien	3:21.0	SILVER
United States	1928	Bobsleigh	Five-Man Bobsled	Lyman Hine	3:21.0	SILVER
United States	1928	Bobsleigh	Five-Man Bobsled	Jennison Heaton	3:21.0	SILVER
United States	1928	Bobsleigh	Five-Man Bobsled	David Granger	3:21.0	SILVER
United States	1928	Bobsleigh	Five-Man Bobsled	Thomas Doe	3:21.0	SILVER
United States	1928	Figure Skating	Women	Beatrix Loughran	28	BRONZE
United States	1928	Lugeing	Skeleton	Jennison Heaton	3:01.8	GOLD
United States	1928	Lugeing	Skeleton	John Heaton	3:02.8	SILVER
United States	1928	Speed Skating	500m Men	John Farrell		BRONZE
Sweden	1928	Figure Skating	Men	Gillis Gråfström	12	GOLD
Sweden	1928	Ice Hockey	Ice Hockey	Carl Abrahamsson		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Birger Holmquist		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Gustaf Johansson		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Henry Johansson		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Nils Johansson		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Ernst Karlberg		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Erik Larsson		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Bertil Linde		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Sigfrid Öberg		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Wilhelm Petersén		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Kurt Sucksdorff		SILVER
Sweden	1928	Ice Hockey	Ice Hockey	Emil Bergman		SILVER
Sweden	1928	Nordic Skiing	50km Cross-country Men	Per Erik Hedlund	4:52:03	GOLD
Sweden	1928	Nordic Skiing	50km Cross-country Men	Gustaf Jonsson	5:05:30	SILVER
Sweden	1928	Nordic Skiing	50km Cross-country Men	Volger Andersson	5:05:46	BRONZE
Austria	1928	Figure Skating	Men	Willy Böckl	13	SILVER
Austria	1928	Figure Skating	Women	Fritzi Burger	25	SILVER
Austria	1928	Figure Skating	Pairs	Otto Kaiser	17	SILVER
Austria	1928	Figure Skating	Pairs	Lilly Scholz	17	SILVER
Austria	1928	Figure Skating	Pairs	Ludwig Wrede	29	BRONZE
Austria	1928	Figure Skating	Pairs	Melitta Brunner	29	BRONZE
Finland	1928	Speed Skating	500m Men	Clas Thunberg	43.4	GOLD
Finland	1928	Speed Skating	500m Men	Jaako Friman		BRONZE
Finland	1928	Speed Skating	1500m Men	Clas Thunberg	2:21.1	GOLD
Finland	1928	Speed Skating	5000m Men	Julius Skutnabb	8:59.1	SILVER
Belgium	1928	Figure Skating	Men	Robert van Zeebroeck	27	BRONZE
Canada	1928	Ice Hockey	Ice Hockey	Charlie Delahay		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Frank Fisher		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Louis Hudson		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Norbert Mueller		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Herbert Plaxton		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Hugh Plaxton		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Rod Plaxton		GOLD
Canada	1928	Ice Hockey	Ice Hockey	John Porter		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Frank Sullivan		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Joseph Sullivan		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Ross Taylor		GOLD
Canada	1928	Ice Hockey	Ice Hockey	Dave Trottier		GOLD
Czechoslovakia (until 1992)	1928	Nordic Skiing	Ski Jump	Rudolf Burkert	17.937	BRONZE
France	1928	Figure Skating	Pairs	Andrée Brunet-Joly	14	GOLD
France	1928	Figure Skating	Pairs	Pierre Brunet	14	GOLD
United Kingdom	1928	Lugeing	Skeleton	David Northesk	3:05.1	BRONZE
Germany	1928	Bobsleigh	Five-Man Bobsled	Hans Heß	3:21.9	BRONZE
Germany	1928	Bobsleigh	Five-Man Bobsled	Sebastian Huber	3:21.9	BRONZE
Germany	1928	Bobsleigh	Five-Man Bobsled	Hanns Kilian	3:21.9	BRONZE
Germany	1928	Bobsleigh	Five-Man Bobsled	Valentin Krempl	3:21.9	BRONZE
Germany	1928	Bobsleigh	Five-Man Bobsled	Hans Nägle	3:21.9	BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Giannin Andreossi		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Mezzi Andreossi		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Robert Breiter		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Louis Dufour		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Charles Fasel		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Albert Geromini		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Fritz Kraatz		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Arnold Martignoni		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Heini Meng		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Anton Morosani		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Luzius Rüedi		BRONZE
Switzerland	1928	Ice Hockey	Ice Hockey	Riccardo Torriani		BRONZE
United States	1932	Bobsleigh	Four-Man Bobsled	Billy Fiske	7:53.68	GOLD
United States	1932	Bobsleigh	Four-Man Bobsled	Eddie Eagan	7:53.68	GOLD
United States	1932	Bobsleigh	Four-Man Bobsled	Clifford Grey	7:53.68	GOLD
United States	1932	Bobsleigh	Four-Man Bobsled	Jay O'Brien	7:53.68	GOLD
United States	1932	Bobsleigh	Four-Man Bobsled	Paul Stevens	7:55.70	SILVER
United States	1932	Bobsleigh	Four-Man Bobsled	Henry Homburger	7:55.70	SILVER
United States	1932	Bobsleigh	Four-Man Bobsled	Edmund Horton	7:55.70	SILVER
United States	1932	Bobsleigh	Four-Man Bobsled	Percy Bryant	7:55.70	SILVER
United States	1932	Bobsleigh	2-Man Bobsled	Curtis Stevens	8:14.74	GOLD
United States	1932	Bobsleigh	2-Man Bobsled	Hubert Stevens	8:14.74	GOLD
United States	1932	Bobsleigh	2-Man Bobsled	Robert Minton	8:29.15	BRONZE
United States	1932	Bobsleigh	2-Man Bobsled	John Heaton	8:29.15	BRONZE
United States	1932	Figure Skating	Women	Maribel Vinson	23	BRONZE
United States	1932	Figure Skating	Pairs	Beatrix Loughran	16	SILVER
United States	1932	Figure Skating	Pairs	Sherwin Badger	16	SILVER
United States	1932	Ice Hockey	Ice Hockey	John Bent		SILVER
United States	1932	Ice Hockey	Ice Hockey	John Chase		SILVER
United States	1932	Ice Hockey	Ice Hockey	John Cookman		SILVER
United States	1932	Ice Hockey	Ice Hockey	Joseph Fitzgerald		SILVER
United States	1932	Ice Hockey	Ice Hockey	Edwin Frazier		SILVER
United States	1932	Ice Hockey	Ice Hockey	John Garrison		SILVER
United States	1932	Ice Hockey	Ice Hockey	Gerald Hallock		SILVER
United States	1932	Ice Hockey	Ice Hockey	Douglas Everett		SILVER
United States	1932	Ice Hockey	Ice Hockey	Franklin Farrell		SILVER
United States	1932	Ice Hockey	Ice Hockey	Robert Livingston		SILVER
United States	1932	Ice Hockey	Ice Hockey	Ty Anderson		SILVER
United States	1932	Ice Hockey	Ice Hockey	Winthrop Palmer		SILVER
United States	1932	Ice Hockey	Ice Hockey	Francis Nelson		SILVER
United States	1932	Ice Hockey	Ice Hockey	Gordon Smith		SILVER
United States	1932	Speed Skating	500m Men	Jack Shea	43.4	GOLD
United States	1932	Speed Skating	1500m Men	Jack Shea	2:57.5	GOLD
United States	1932	Speed Skating	5000m Men	Irving Jaffee	9:40.8	GOLD
United States	1932	Speed Skating	5000m Men	Edward Murphy		SILVER
United States	1932	Speed Skating	10000m Men	Irving Jaffee	19:13.6	GOLD
Norway	1932	Figure Skating	Women	Sonja Henie	7	GOLD
Norway	1932	Nordic Skiing	50km Cross-country Men	Arne Rustadstuen	4:31:53	BRONZE
Norway	1932	Nordic Skiing	Ski Jump	Birger Ruud	228.1	GOLD
Norway	1932	Nordic Skiing	Ski Jump	Hans Beck	227.0	SILVER
Norway	1932	Nordic Skiing	Ski Jump	Kåre Walberg	219.5	BRONZE
Norway	1932	Nordic Skiing	Nordic Combined	Johan Grøttumsbråten	446.00	GOLD
Norway	1932	Nordic Skiing	Nordic Combined	Ole Stenen	436.05	SILVER
Norway	1932	Nordic Skiing	Nordic Combined	Hans Vinjarengen	434.60	BRONZE
Norway	1932	Speed Skating	500m Men	Bæla Evensen		SILVER
Norway	1932	Speed Skating	10000m Men	Ivar Ballangrud		SILVER
Canada	1932	Figure Skating	Men	Montgomery Wilson	24	BRONZE
Canada	1932	Ice Hockey	Ice Hockey	Aliston Wise		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Victor Lindquist		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Hugh Sutherland		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Stanley Wagner		GOLD
Canada	1932	Ice Hockey	Ice Hockey	William Cockburn		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Cliff Crowley		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Albert Duncanson		GOLD
Canada	1932	Ice Hockey	Ice Hockey	George Garbutt		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Roy Hinkel		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Norman Malloy		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Wally Monson		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Kenneth Moore		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Romeo Rivers		GOLD
Canada	1932	Ice Hockey	Ice Hockey	Joe Simpson		GOLD
Canada	1932	Speed Skating	500m Men	Alexander Hurd		BRONZE
Canada	1932	Speed Skating	1500m Men	Alexander Hurd		SILVER
Canada	1932	Speed Skating	1500m Men	William Logan		BRONZE
Canada	1932	Speed Skating	5000m Men	William Logan		BRONZE
Canada	1932	Speed Skating	10000m Men	Frank Stack		BRONZE
Finland	1932	Nordic Skiing	18km Cross-country Men	Veli Saarinen	1:25:24.0	BRONZE
Finland	1932	Nordic Skiing	50km Cross-country Men	Veli Saarinen	4:28:00	GOLD
Finland	1932	Nordic Skiing	50km Cross-country Men	Väinö Liikkanen	4:28:20	SILVER
Sweden	1932	Figure Skating	Men	Gillis Gråfström	13	SILVER
Sweden	1932	Nordic Skiing	18km Cross-country Men	Sven Utterström	1:23:07.0	GOLD
Sweden	1932	Nordic Skiing	18km Cross-country Men	Axel Wikström	1:25:07.0	SILVER
Austria	1932	Figure Skating	Men	Karl Schäfer	9	GOLD
Austria	1932	Figure Skating	Women	Fritzi Burger	18	SILVER
Germany	1932	Bobsleigh	Four-Man Bobsled	Sebastian Huber	8:00.04	BRONZE
Germany	1932	Bobsleigh	Four-Man Bobsled	Max Ludwig	8:00.04	BRONZE
Germany	1932	Bobsleigh	Four-Man Bobsled	Hans Mehlhorn	8:00.04	BRONZE
Germany	1932	Bobsleigh	Four-Man Bobsled	Hanns Kilian	8:00.04	BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Werner Korff		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Walter Leinweber		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Erich Römer		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Martin Schröttle		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Marquardt Slevogt		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	George Strobl		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Gustav Jaenecke		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Rudi Ball		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Alfred Heinrich		BRONZE
Germany	1932	Ice Hockey	Ice Hockey	Erich Herker		BRONZE
France	1932	Figure Skating	Pairs	Andrée Brunet-Joly	12	GOLD
France	1932	Figure Skating	Pairs	Pierre Brunet	12	GOLD
Hungary	1932	Figure Skating	Pairs	Emília Rotter	20	BRONZE
Hungary	1932	Figure Skating	Pairs	László Szollàs	20	BRONZE
Switzerland	1932	Bobsleigh	2-Man Bobsled	Reto Capadrutt	8:16.28	SILVER
Switzerland	1932	Bobsleigh	2-Man Bobsled	Oscar Geier	8:16.28	SILVER
Norway	1936	Alpine Skiing	Alpine Combined Women	Laila Schou Nilsen	93.48	BRONZE
Norway	1936	Figure Skating	Women	Sonja Henie	7.5	GOLD
Norway	1936	Nordic Skiing	18km Cross-country Men	Oddbjørn Hagen	1:15:33.0	SILVER
Norway	1936	Nordic Skiing	4x10km Relay Men	Oddbjørn Hagen	2:41:39	SILVER
Norway	1936	Nordic Skiing	4x10km Relay Men	Sverre Brodahl	2:41:39	SILVER
Norway	1936	Nordic Skiing	4x10km Relay Men	Olaf Hoffsbakken	2:41:39	SILVER
Norway	1936	Nordic Skiing	4x10km Relay Men	Bjarne Iversen	2:41:39	SILVER
Norway	1936	Nordic Skiing	Ski Jump	Birger Ruud	232.0	GOLD
Norway	1936	Nordic Skiing	Ski Jump	Reidar Andersen	228.9	BRONZE
Norway	1936	Nordic Skiing	Nordic Combined	Oddbjørn Hagen	430.3	GOLD
Norway	1936	Nordic Skiing	Nordic Combined	Olaf Hoffsbakken	419.8	SILVER
Norway	1936	Nordic Skiing	Nordic Combined	Sverre Brodahl	408.1	BRONZE
Norway	1936	Speed Skating	500m Men	Ivar Ballangrud	43.4	GOLD
Norway	1936	Speed Skating	500m Men	Georg Krog	43.5	SILVER
Norway	1936	Speed Skating	1500m Men	Charles Mathiesen	2:19.2	GOLD
Norway	1936	Speed Skating	1500m Men	Ivar Ballangrud	2:20.2	SILVER
Norway	1936	Speed Skating	5000m Men	Ivar Ballangrud	8:19.6	GOLD
Norway	1936	Speed Skating	10000m Men	Ivar Ballangrud	17:24.3	GOLD
Sweden	1936	Figure Skating	Women	Vivi-Anne Hultén	28	BRONZE
Sweden	1936	Nordic Skiing	18km Cross-country Men	Erik-August Larsson	1:14:38.0	GOLD
Sweden	1936	Nordic Skiing	50km Cross-country Men	Elis Wiklund	3:30:11	GOLD
Sweden	1936	Nordic Skiing	50km Cross-country Men	Axel Wikström	3:33:20	SILVER
Sweden	1936	Nordic Skiing	50km Cross-country Men	Nils-Joel Englund	3:34:10	BRONZE
Sweden	1936	Nordic Skiing	4x10km Relay Men	John Berger	2:43:03	BRONZE
Sweden	1936	Nordic Skiing	4x10km Relay Men	Arthur Håggblad	2:43:03	BRONZE
Sweden	1936	Nordic Skiing	4x10km Relay Men	Erik-August Larsson	2:43:03	BRONZE
Sweden	1936	Nordic Skiing	4x10km Relay Men	Martin Matsbo	2:43:03	BRONZE
Sweden	1936	Nordic Skiing	Ski Jump	Sven Eriksson	230.5	SILVER
Finland	1936	Nordic Skiing	18km Cross-country Men	Pekka Niemi	1:16:59.0	BRONZE
Finland	1936	Nordic Skiing	4x10km Relay Men	Sulo Nurmela	2:41:33	GOLD
Finland	1936	Nordic Skiing	4x10km Relay Men	Källe Jalkanen	2:41:33	GOLD
Finland	1936	Nordic Skiing	4x10km Relay Men	Klaes Karppinen	2:41:33	GOLD
Finland	1936	Nordic Skiing	4x10km Relay Men	Matti Lähde	2:41:33	GOLD
Finland	1936	Speed Skating	1500m Men	Birger Wasenius	2:20.9	BRONZE
Finland	1936	Speed Skating	5000m Men	Birger Wasenius	8:23.3	SILVER
Finland	1936	Speed Skating	5000m Men	Antero Ojala	8:30.1	BRONZE
Finland	1936	Speed Skating	10000m Men	Birger Wasenius	17:28.2	SILVER
Germany	1936	Alpine Skiing	Alpine Combined Men	Franz Pfnür	99.25	GOLD
Germany	1936	Alpine Skiing	Alpine Combined Men	Guzzi Lantschner	96.26	SILVER
Germany	1936	Alpine Skiing	Alpine Combined Women	Christl Cranz	97.06	GOLD
Germany	1936	Alpine Skiing	Alpine Combined Women	Käthe Grasegger	95.26	SILVER
Germany	1936	Figure Skating	Men	Ernst Baier	24	SILVER
Germany	1936	Figure Skating	Pairs	Ernst Baier	11	GOLD
Germany	1936	Figure Skating	Pairs	Maxi Herber	11	GOLD
Austria	1936	Figure Skating	Men	Karl Schäfer	7	GOLD
Austria	1936	Figure Skating	Men	Felix Kaspar	24	BRONZE
Austria	1936	Figure Skating	Pairs	Erich Pausin	19.5	SILVER
Austria	1936	Figure Skating	Pairs	Ilse Pausin	19.5	SILVER
Austria	1936	Speed Skating	10000m Men	Max Stiepl	17:30.0	BRONZE
United States	1936	Bobsleigh	2-Man Bobsled	Ivan Brown	5:29.29	GOLD
United States	1936	Bobsleigh	2-Man Bobsled	Alan Washbond	5:29.29	GOLD
United States	1936	Bobsleigh	2-Man Bobsled	Gilbert Colgate	5:33.96	BRONZE
United States	1936	Bobsleigh	2-Man Bobsled	Richard Lawrence	5:33.96	BRONZE
United States	1936	Ice Hockey	Ice Hockey	John Lax		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Thomas Moon		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Elbridge Ross		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Paul Rowe		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Francis Shaughnessy		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Gordon Smith		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Francis Spain		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Frank Stubbs		BRONZE
United States	1936	Ice Hockey	Ice Hockey	John Garrison		BRONZE
United States	1936	Ice Hockey	Ice Hockey	August Kammer		BRONZE
United States	1936	Ice Hockey	Ice Hockey	Philip LaBatte		BRONZE
United States	1936	Speed Skating	500m Men	Leo Freisinger	44.0	BRONZE
United Kingdom	1936	Bobsleigh	Four-Man Bobsled	James Cardno	5:23.41	BRONZE
United Kingdom	1936	Bobsleigh	Four-Man Bobsled	Guy Dugdale	5:23.41	BRONZE
United Kingdom	1936	Bobsleigh	Four-Man Bobsled	Charles Green	5:23.41	BRONZE
United Kingdom	1936	Bobsleigh	Four-Man Bobsled	Frederick McEvoy	5:23.41	BRONZE
United Kingdom	1936	Figure Skating	Women	Cecilia Colledge	13.5	SILVER
United Kingdom	1936	Ice Hockey	Ice Hockey	John Coward		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Gordon Dailley		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Gerry Davey		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	James Chappell		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Alexander Archer		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Jimmy Borland		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Edgar Brenchley		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Archie Stinchcombe		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Bob Wyman		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	John Kilpatrick		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	Carl Erhardt		GOLD
United Kingdom	1936	Ice Hockey	Ice Hockey	James Foster		GOLD
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Charles Bouvier	5:19.85	GOLD
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Joseph Beerli	5:19.85	GOLD
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Arnold Gartmann	5:19.85	GOLD
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Pierre Musy	5:19.85	GOLD
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Hans Bütikofer	5:22.73	SILVER
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Reto Capadrutt	5:22.73	SILVER
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Fritz Feierabend	5:22.73	SILVER
Switzerland	1936	Bobsleigh	Four-Man Bobsled	Hans Aichele	5:22.73	SILVER
Switzerland	1936	Bobsleigh	2-Man Bobsled	Fritz Feierabend	5:30.64	SILVER
Switzerland	1936	Bobsleigh	2-Man Bobsled	Joseph Beerli	5:30.64	SILVER
Canada	1936	Ice Hockey	Ice Hockey	Maxwell Deacon		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Kenneth Farmer-Horn		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Hugh Farquharson		SILVER
Canada	1936	Ice Hockey	Ice Hockey	James Haggarty		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Walter Kitchen		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Raymond Milton		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Dinty Moore		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Herman Murray		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Arthur Nash		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Dave Neville		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Ralph Saint Germain		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Alexander Sinclair		SILVER
Canada	1936	Ice Hockey	Ice Hockey	Bill Thomson		SILVER
France	1936	Alpine Skiing	Alpine Combined Men	Emile Allais	94.69	BRONZE
Hungary	1936	Figure Skating	Pairs	Emília Rotter	32.5	BRONZE
Hungary	1936	Figure Skating	Pairs	László Szollàs	32.5	BRONZE
Norway	1948	Nordic Skiing	4x10km Relay Men	Erling Evensen	2:44:33	BRONZE
Norway	1948	Nordic Skiing	4x10km Relay Men	Olav Hagen	2:44:33	BRONZE
Norway	1948	Nordic Skiing	4x10km Relay Men	Reidar Nyborg	2:44:33	BRONZE
Norway	1948	Nordic Skiing	4x10km Relay Men	Olaf Økern	2:44:33	BRONZE
Norway	1948	Nordic Skiing	Ski Jump	Petter Hugsted	228.1	GOLD
Norway	1948	Nordic Skiing	Ski Jump	Birger Ruud	226.6	SILVER
Norway	1948	Nordic Skiing	Ski Jump	Thorleif Schjelderup	225.1	BRONZE
Norway	1948	Speed Skating	500m Men	Finn Helgesen	43.1	GOLD
Norway	1948	Speed Skating	500m Men	Thomas Byberg	43.2	SILVER
Norway	1948	Speed Skating	1500m Men	Sverre Farstad	2:17.6	GOLD
Norway	1948	Speed Skating	1500m Men	Odd Lundberg	2:18.9	BRONZE
Norway	1948	Speed Skating	5000m Men	Reidar Liaklev	8:29.4	GOLD
Norway	1948	Speed Skating	5000m Men	Odd Lundberg	8:32.7	SILVER
Switzerland	1948	Alpine Skiing	Downhill Men	Karl Molitor	3:00.3	BRONZE
Switzerland	1948	Alpine Skiing	Downhill Men	Ralph Olinger	3:00.3	BRONZE
Switzerland	1948	Alpine Skiing	Slalom Men	Edy Reinalter	2:10.3	GOLD
Switzerland	1948	Alpine Skiing	Alpine Combined Men	Karl Molitor	6.44	SILVER
Switzerland	1948	Alpine Skiing	Downhill Women	Hedy Schlunegger	2:28.3	GOLD
Switzerland	1948	Alpine Skiing	Slalom Women	Antoinette Meyer	1:57.7	SILVER
Switzerland	1948	Bobsleigh	2-Man Bobsled	Felix Endrich	5:29.2	GOLD
Switzerland	1948	Bobsleigh	2-Man Bobsled	Fritz Waller	5:29.2	GOLD
Switzerland	1948	Bobsleigh	2-Man Bobsled	Fritz Feierabend	5:30.4	SILVER
Switzerland	1948	Bobsleigh	2-Man Bobsled	Paul Hans Eberhard	5:30.4	SILVER
Switzerland	1948	Figure Skating	Men	Hans Gerschwiler	23	SILVER
Switzerland	1948	Ice Hockey	Ice Hockey	Emil Handschin		BRONZE
Switzerland	1948	Ice Hockey	Ice Hockey	Heini Lohrer		BRONZE
Switzerland	1948	Ice Hockey	Ice Hockey	Werner Lohrer		BRONZE
Switzerland	1948	Ice Hockey	Ice Hockey	Hans Bänninger		BRONZE
